date,day_of_week,id,type,proj,proj_count,desc
20160418,Monday,15.0,G,NBA15-16PaceAnalysis,2.0,Scraping data
20160418,Monday,16.0,G,NBA15-16PaceAnalysis,3.0,Scraping data
20160418,Monday,17.0,G,NBA15-16PaceAnalysis,4.0,Scraping data
20160419,Tuesday,1.0,W,Mixed,NA,Getting set up for the day; Finishing Merge/Join training
20160419,Tuesday,2.0,W,CAAutoSequential2016,299.0,Modify Marital/Gender factors to help with YL weights
20160419,Tuesday,3.0,W,CAAutoSequential2016,300.0,Modify Marital/Gender factors to help with YL weights
20160419,Tuesday,4.0,W,CAAutoSequential2016,301.0,Modify Marital/Gender factors to help with YL weights
20160419,Tuesday,5.0,G,NA,NA,Listening to The Art of Learning
20160419,Tuesday,6.0,H,NA,NA,Walk
20160419,Tuesday,7.0,W,CAAutoSequential2016,302.0,Modify Marital/Gender factors to help with YL weights
20160419,Tuesday,8.0,W,CAAutoSequential2016,303.0,Modify Marital/Gender factors to help with YL weights
20160419,Tuesday,9.0,G,NA,NA,Listening to The Art of Learning
20160419,Tuesday,10.0,H,NA,NA,Walk
20160419,Tuesday,11.0,G,NBA15-16PaceAnalysis,5.0,Analysis
20160419,Tuesday,12.0,G,NBA15-16PaceAnalysis,6.0,Analysis
20160420,Wednesday,1.0,W,Mixed,NA,Getting set up for the day; Preparing for the MOC meeting
20160420,Wednesday,2.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160420,Wednesday,3.0,H,NA,NA,Walk
20160420,Wednesday,4.0,W,CAAutoSequential2016,304.0,Prepare for MOC meeting
20160420,Wednesday,5.0,W,CAAutoSequential2016,305.0,Prepare for MOC meeting
20160420,Wednesday,6.0,W,CAAutoSequential2016,306.0,Prepare for MOC meeting
20160420,Wednesday,7.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160420,Wednesday,8.0,H,NA,NA,Walk
20160420,Wednesday,9.0,W,CAAutoSequential2016,307.0,Prepare for MOC meeting
20160420,Wednesday,10.0,W,CAAutoSequential2016,308.0,Prepare for MOC meeting
20160420,Wednesday,11.0,W,CAAutoSequential2016,309.0,Prepare for MOC meeting
20160420,Wednesday,12.0,W,CAAutoSequential2016,310.0,Prepare for MOC meeting
20160421,Thursday,1.0,W,Mixed,NA,Getting set up for the day
20160421,Thursday,2.0,W,CAAutoSequential2016,311.0,Check offset modeling code for Matthew
20160421,Thursday,3.0,W,CAAutoSequential2016,312.0,Check offset modeling code for Matthew
20160421,Thursday,4.0,G,NA,NA,Listening to The Candid Frame podcast
20160421,Thursday,5.0,H,NA,NA,Walk
20160421,Thursday,6.0,W,Mixed,NA,Develop retention estimate for Finance
20160421,Thursday,7.0,W,Mixed,NA,Develop retention estimate for Finance
20160421,Thursday,8.0,W,Mixed,NA,Develop retention estimate for Finance
20160421,Thursday,9.0,W,Mixed,NA,Develop retention estimate for Finance
20160421,Thursday,10.0,W,Mixed,NA,Develop retention estimate for Finance
20160421,Thursday,11.0,G,NA,NA,Listening to The Candid Frame podcast
20160421,Thursday,12.0,H,NA,NA,Walk
20160421,Thursday,13.0,W,CAAutoSequential2016,313.0,Modify Marital/Gender factors to help with YL weights
20160421,Thursday,14.0,W,CAAutoSequential2016,314.0,Modify Marital/Gender factors to help with YL weights
20160422,Friday,1.0,W,Mixed,NA,Getting set up for the day; Helping someone with CDF; logging thoughts on Guy's career development system
20160422,Friday,2.0,G,NA,NA,Planning how to use development time
20160422,Friday,3.0,G,NA,NA,Listening to The Candid Frame podcast
20160422,Friday,4.0,H,NA,NA,Walk
20160422,Friday,5.0,G,NBA15-16PaceAnalysis,7.0,Analysis
20160422,Friday,6.0,G,NBA15-16PaceAnalysis,8.0,Analysis
20160422,Friday,7.0,G,NA,NA,Listening to The Art of Learning
20160422,Friday,8.0,H,NA,NA,Walk
20160422,Friday,9.0,W,Mixed,NA,Posting questions to Charles about retention model; Prepare for MOC meeting
20160422,Friday,10.0,W,CAAutoSequential2016,315.0,Prepare for MOC meeting
20160422,Friday,11.0,W,CAAutoSequential2016,316.0,Prepare for MOC meeting
20160422,Friday,12.0,W,CAAutoSequential2016,317.0,Prepare for MOC meeting
20160422,Friday,13.0,W,Mixed,NA,Prepare for MOC meeting; Emails; Retention model for Finance
20160423,Saturday,1.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160423,Saturday,2.0,H,NA,NA,Walk
20160423,Saturday,3.0,G,NA,NA,Reading War and Peace
20160423,Saturday,4.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160423,Saturday,5.0,H,NA,NA,Walk
20160423,Saturday,6.0,M,NA,NA,Getting ready for the move to Omaha
20160423,Saturday,7.0,M,NA,NA,Getting ready for the move to Omaha
20160423,Saturday,8.0,M,NA,NA,Getting ready for the move to Omaha
20160423,Saturday,9.0,M,NA,NA,Getting ready for the move to Omaha
20160424,Sunday,1.0,G,NA,NA,Writing a blog post
20160424,Sunday,2.0,M,NA,NA,Getting ready for the move to Omaha
20160424,Sunday,3.0,M,NA,NA,Getting ready for the move to Omaha
20160424,Sunday,4.0,M,NA,NA,Getting ready for the move to Omaha
20160424,Sunday,5.0,M,NA,NA,Getting ready for the move to Omaha
20160424,Sunday,6.0,M,NA,NA,Getting ready for the move to Omaha
20160425,Monday,1.0,W,Mixed,NA,Getting set up for the week
20160425,Monday,2.0,W,Mixed,NA,Posting workload presentation to Confluence; Planning work for the week
20160425,Monday,3.0,W,CAAutoSequential2016,318.0,Investigate SA data re: misc. vehicle types
20160425,Monday,4.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160425,Monday,5.0,H,NA,NA,Walk
20160425,Monday,6.0,W,CAAutoSequential2016,319.0,Investigate SA data re: misc. vehicle types; Documenting RUFF thoughts; Helping Elizabeth
20160425,Monday,7.0,W,CAAutoSequential2016,320.0,Modify Marital/Gender factors to help with YL weights
20160425,Monday,8.0,W,CAAutoSequential2016,321.0,Take a closer look at other variables
20160425,Monday,9.0,W,CAAutoSequential2016,322.0,Take a closer look at other variables
20160425,Monday,10.0,W,CAAutoSequential2016,323.0,Take a closer look at other variables
20160425,Monday,11.0,W,CAAutoSequential2016,324.0,Take a closer look at other variables
20160425,Monday,12.0,W,CAAutoSequential2016,325.0,Take a closer look at other variables
20160425,Monday,13.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160425,Monday,14.0,H,NA,NA,Walk
20160425,Monday,15.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160425,Monday,16.0,H,NA,NA,Walk
20160426,Tuesday,1.0,W,Mixed,NA,Getting set up for the day; SA stuff
20160426,Tuesday,2.0,W,CAAutoSequential2016,326.0,Modify Marital/Gender factors to help with YL weights
20160426,Tuesday,3.0,W,CAAutoSequential2016,327.0,Battling RMarkdown and HTMLWidgets
20160426,Tuesday,4.0,W,CAAutoSequential2016,328.0,Talking to Megan
20160426,Tuesday,5.0,M,NA,NA,Packing desk
20160426,Tuesday,6.0,M,NA,NA,Packing desk
20160426,Tuesday,7.0,M,NA,NA,Packing desk
20160426,Tuesday,8.0,W,CAAutoSequential2016,329.0,Battling RMarkdown and HTMLWidgets
20160426,Tuesday,9.0,W,CAAutoSequential2016,330.0,Battling RMarkdown and HTMLWidgets
20160427,Wednesday,1.0,W,Mixed,NA,Getting set up for the day; SA stuff
20160427,Wednesday,2.0,W,CAAutoSequential2016,331.0,Battling servers and the SA code
20160427,Wednesday,3.0,W,CAAutoSequential2016,332.0,Investigate pumping Mileage to make room for YL
20160427,Wednesday,4.0,W,CAAutoSequential2016,333.0,Investigate pumping Mileage to make room for YL
20160427,Wednesday,5.0,W,CAAutoSequential2016,334.0,Investigate pumping Mileage to make room for YL
20160427,Wednesday,6.0,W,CAAutoSequential2016,335.0,Investigate pumping Mileage to make room for YL
20160427,Wednesday,7.0,W,CAAutoSequential2016,336.0,Update mapping for Vehicle PGS Adjustment factor
20160427,Wednesday,8.0,W,CAAutoSequential2016,337.0,Update mapping for Vehicle PGS Adjustment factor
20160427,Wednesday,9.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160427,Wednesday,10.0,H,NA,NA,Walk
20160428,Thursday,1.0,W,Mixed,NA,Getting set up for the day; SA notes/organization
20160428,Thursday,2.0,W,CAAutoSequential2016,338.0,Investigate rated operator in PHF
20160428,Thursday,3.0,W,CAAutoSequential2016,339.0,Investigate rated operator in PHF
20160428,Thursday,4.0,W,CAAutoSequential2016,340.0,Investigate rated operator in PHF
20160428,Thursday,5.0,M,NA,NA,Getting ready for the move
20160428,Thursday,6.0,M,NA,NA,Getting ready for the move
20160428,Thursday,7.0,M,NA,NA,Getting ready for the move
20160428,Thursday,8.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160428,Thursday,9.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160428,Thursday,10.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160428,Thursday,11.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160428,Thursday,12.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160428,Thursday,13.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160428,Thursday,14.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160428,Thursday,15.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160502,Monday,1.0,W,Mixed,NA,Getting set up for the month
20160502,Monday,2.0,W,Mixed,NA,Emails; Getting set up for the week
20160502,Monday,3.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160502,Monday,4.0,H,NA,NA,Walk
20160502,Monday,5.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160502,Monday,6.0,H,NA,NA,Walk
20160502,Monday,7.0,M,NA,NA,Going to the grocery store; errands
20160502,Monday,8.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160502,Monday,9.0,M,NA,NA,Going to the grocery store; errands
20160502,Monday,10.0,G,NA,NA,Listening to How to Fail at Almost Everything and Still Win Big
20160502,Monday,11.0,W,Mixed,NA,Planning work for the week
20160502,Monday,12.0,W,Mixed,NA,Emails; RE stuff
20160502,Monday,13.0,M,NA,NA,Shopping
20160502,Monday,14.0,G,NA,NA,Photo editing #photography
20160502,Monday,15.0,W,CAAutoSequential2016,341.0,Document new PGS Adjustment Factor mapping process
20160502,Monday,16.0,W,CAAutoSequential2016,342.0,Document new PGS Adjustment Factor mapping process
20160502,Monday,17.0,G,ReadingGettingThingsDone,1.0,https://workflowy.com/#/313f2c20a5db p. xi-10.5: 12.5 pages
20160502,Monday,18.0,G,ReadingGettingThingsDone,2.0,https://workflowy.com/#/313f2c20a5db p. 10.5-21: 10.5 pages
20160502,Monday,19.0,W,CAAutoSequential2016,343.0,Run SAv3; Investigating PHF operator assignment
20160503,Tuesday,1.0,W,Mixed,NA,Getting set up for the day; Run SAv3
20160503,Tuesday,2.0,W,CAAutoSequential2016,344.0,Run SAv3
20160503,Tuesday,3.0,W,CAAutoSequential2016,345.0,Run SAv3
20160503,Tuesday,4.0,W,CAAutoSequential2016,346.0,Run SAv3
20160503,Tuesday,5.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160503,Tuesday,6.0,H,NA,NA,Walk
20160503,Tuesday,7.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160503,Tuesday,8.0,H,NA,NA,Walk
20160503,Tuesday,9.0,G,NA,NA,Listening to The Tim Ferriss Show podcast and How to Fail at Almost Everything and Still Win Big
20160503,Tuesday,10.0,H,NA,NA,Walk
20160503,Tuesday,11.0,W,CAAutoSequential2016,347.0,Incorporate impacts into SA
20160503,Tuesday,12.0,W,RightEnvironment,NA,Prepare for RE meeting; review RE survey results
20160503,Tuesday,13.0,G,NA,NA,Listening to The Power of Habit
20160503,Tuesday,14.0,M,NA,NA,Grocery shopping
20160503,Tuesday,15.0,G,NA,NA,Listening to The Power of Habit
20160503,Tuesday,16.0,M,NA,NA,Grocery shopping
20160503,Tuesday,17.0,W,CAAutoSequential2016,348.0,Incorporate impacts into SA; Investigate operator assignment
20160503,Tuesday,18.0,W,CAAutoSequential2016,349.0,Incorporate impacts into SA; Investigate operator assignment
20160503,Tuesday,19.0,W,CAAutoSequential2016,350.0,Incorporate impacts into SA; Investigate operator assignment
20160503,Tuesday,20.0,W,CAAutoSequential2016,351.0,Incorporate impacts into SA; Investigate operator assignment
20160504,Wednesday,1.0,W,Mixed,NA,Getting set up for the day; Preparing for mentor meeting with Colleen
20160504,Wednesday,2.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160504,Wednesday,3.0,H,NA,NA,Walk
20160504,Wednesday,4.0,W,CAAutoSequential2016,352.0,Incorporate impacts into SA
20160504,Wednesday,5.0,W,CAAutoSequential2016,353.0,Incorporate impacts into SA; Helping Elizabeth
20160504,Wednesday,6.0,W,CAAutoSequential2016,354.0,Incorporate impacts into SA; Investigate operator assignment
20160504,Wednesday,7.0,W,CAAutoSequential2016,355.0,Incorporate impacts into SA; Investigate operator assignment
20160504,Wednesday,8.0,W,CAAutoSequential2016,356.0,Incorporate impacts into SA; Investigate operator assignment
20160504,Wednesday,9.0,G,ReadingGettingThingsDone,3.0,https://workflowy.com/#/313f2c20a5db p. 21-32: 11 pages
20160504,Wednesday,10.0,G,ReadingGettingThingsDone,4.0,https://workflowy.com/#/313f2c20a5db p. 32-44.5: 12.5 pages
20160504,Wednesday,11.0,W,CAAutoSequential2016,357.0,Incorporate impacts into SA
20160504,Wednesday,12.0,W,CAAutoSequential2016,358.0,Incorporate impacts into SA
20160505,Thursday,1.0,W,Mixed,NA,Getting set up for the day; SA Identify discrepancy between SAS and R rating
20160505,Thursday,2.0,W,CAAutoSequential2016,359.0,Identify discrepancy between SAS and R rating
20160505,Thursday,3.0,W,CAAutoSequential2016,360.0,Identify discrepancy between SAS and R rating
20160505,Thursday,4.0,H,NA,NA,Walk
20160505,Thursday,5.0,W,CAAutoSequential2016,361.0,Identify discrepancy between SAS and R rating
20160505,Thursday,6.0,G,NA,NA,Listening to The Power of Habit
20160505,Thursday,7.0,M,NA,NA,Grocery store
20160505,Thursday,8.0,G,NA,NA,Listening to The Power of Habit
20160505,Thursday,9.0,M,NA,NA,Grocery store
20160505,Thursday,10.0,W,CAAutoSequential2016,362.0,Incorporate impacts into SA
20160505,Thursday,11.0,W,CAAutoSequential2016,363.0,Document PHF operator assignment issue; Incorporate impacts into SA
20160505,Thursday,12.0,W,CAAutoSequential2016,364.0,Document PHF operator assignment issue
20160505,Thursday,13.0,W,CAAutoSequential2016,365.0,Run through a second example of PHF operator assignment
20160505,Thursday,14.0,W,CAAutoSequential2016,366.0,Run through a second example of PHF operator assignment
20160505,Thursday,15.0,G,ReadingGettingThingsDone,5.0,https://workflowy.com/#/313f2c20a5db p. 44.5-60.5: 16 pages
20160505,Thursday,16.0,W,Mixed,NA,Helping Colleen with some R stuff
20160505,Thursday,17.0,W,Mixed,NA,Helping Colleen with some R stuff
20160505,Thursday,18.0,H,NA,NA,Walk
20160506,Friday,1.0,W,Mixed,NA,Getting set up for the day; PHF operator assignment timeline
20160506,Friday,2.0,W,Mixed,NA,SA: Sketch out expected timeline to fix PHF operator assignment; Talking to Megan about class action lawsuit
20160506,Friday,3.0,W,CAAutoLawsuit,1.0,Setting up project; Read through class action lawsuit requests
20160506,Friday,4.0,W,CAAutoLawsuit,2.0,Read through class action lawsuit requests
20160506,Friday,5.0,W,CAAutoLawsuit,3.0,Find exhibits from prior filing in Excel format
20160506,Friday,6.0,W,CAAutoLawsuit,4.0,Find exhibits from prior filing in Excel format; Find PHF data from prior SA; Export PHF data from prior SA as CSV for analysis
20160506,Friday,7.0,W,CAAutoLawsuit,5.0,Export PHF data from prior SA as CSV for analysis
20160507,Saturday,1.0,G,NA,NA,Reading War and Peace
20160507,Saturday,2.0,G,NA,NA,Reading War and Peace
20160507,Saturday,3.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160507,Saturday,4.0,M,NA,NA,Store
20160507,Saturday,5.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160507,Saturday,6.0,M,NA,NA,Store
20160507,Saturday,7.0,G,NA,NA,Reading War and Peace
20160509,Monday,1.0,G,NA,NA,Reading War and Peace
20160509,Monday,2.0,W,Mixed,NA,Getting set up for the week; Weekly review
20160509,Monday,3.0,W,Mixed,NA,Weekly review
20160509,Monday,4.0,G,NA,NA,Listening to The Power of Habit
20160509,Monday,5.0,H,NA,NA,Walk
20160509,Monday,6.0,W,Mixed,NA,Weekly review; Plan work for the upcoming week
20160509,Monday,7.0,W,CAAutoLawsuit,6.0,Read prior SA data into R and do some preliminary investigations; Validate that the PHF data matches the filed data
20160509,Monday,8.0,W,CAAutoLawsuit,7.0,Validate that the PHF data matches the filed data
20160509,Monday,9.0,W,CAAutoLawsuit,8.0,Validate that the PHF data matches the filed data
20160509,Monday,10.0,W,CAAutoLawsuit,9.0,Validate that the PHF data matches the filed data
20160509,Monday,11.0,W,CAAutoLawsuit,10.0,Validate that the PHF data matches the filed data
20160510,Tuesday,1.0,W,Mixed,NA,Getting set up for the day; SA Validate that the PHF data matches the filed data
20160510,Tuesday,2.0,W,CAAutoLawsuit,11.0,Validate that the PHF data matches the filed data
20160510,Tuesday,3.0,W,CAAutoLawsuit,12.0,Validate that the PHF data matches the filed data; Investigate NTR in PHF
20160510,Tuesday,4.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160510,Tuesday,5.0,M,NA,NA,Grocery store
20160510,Tuesday,6.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160510,Tuesday,7.0,M,NA,NA,Grocery store
20160510,Tuesday,8.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160510,Tuesday,9.0,W,CAAutoLawsuit,13.0,Investigate NTR in PHF
20160510,Tuesday,10.0,W,CAAutoLawsuit,14.0,Investigate NTR in PHF
20160510,Tuesday,11.0,W,CAAutoLawsuit,15.0,Investigate NTR in PHF
20160510,Tuesday,12.0,W,CAAutoLawsuit,16.0,Investigate NTR in PHF
20160511,Wednesday,1.0,W,Mixed,NA,Getting set up for the day; SA Investigate payment plan in PHF
20160511,Wednesday,2.0,W,CAAutoLawsuit,17.0,Investigate payment plan in PHF
20160511,Wednesday,3.0,H,NA,NA,Walk
20160511,Wednesday,4.0,H,NA,NA,Walk
20160511,Wednesday,5.0,W,CAAutoLawsuit,18.0,Investigate payment plan in PHF
20160511,Wednesday,6.0,W,CAAutoLawsuit,19.0,Investigate payment plan in PHF
20160511,Wednesday,7.0,W,CAAutoLawsuit,20.0,Investigate payment plan in PHF
20160511,Wednesday,8.0,W,CAAutoLawsuit,21.0,Investigate payment plan in PHF
20160511,Wednesday,9.0,G,ReadingGettingThingsDone,6.0,https://workflowy.com/#/313f2c20a5db p. 60.5-78: 17.5 pages
20160511,Wednesday,10.0,M,NA,NA,China visa application
20160512,Thursday,1.0,W,Mixed,NA,Getting set up for the day; Organizing class action tasks
20160512,Thursday,2.0,W,CAAutoLawsuit,22.0,Investigate NTR in PHF
20160512,Thursday,3.0,G,NA,NA,Listening to The Power of Habit
20160512,Thursday,4.0,H,NA,NA,Walk
20160512,Thursday,5.0,G,NA,NA,Listening to The Power of Habit
20160512,Thursday,6.0,H,NA,NA,Walk
20160512,Thursday,7.0,W,CAAutoLawsuit,23.0,Prepare for check-in with PC
20160512,Thursday,8.0,W,CAAutoLawsuit,24.0,"Prepare for check-in with PC; For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160512,Thursday,9.0,W,CAAutoLawsuit,25.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160512,Thursday,10.0,W,CAAutoLawsuit,26.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160512,Thursday,11.0,W,CAAutoLawsuit,27.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160512,Thursday,12.0,W,CAAutoLawsuit,28.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160512,Thursday,13.0,W,CAAutoLawsuit,29.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160512,Thursday,14.0,G,BeerRankings,1.0,Scraping data from BeerAdvocate and playing around by state
20160513,Friday,1.0,W,Mixed,NA,Getting set up for the day
20160513,Friday,2.0,W,CAAutoLawsuit,30.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160513,Friday,3.0,W,CAAutoLawsuit,31.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160513,Friday,4.0,G,NA,NA,Listening to The Power of Habit
20160513,Friday,5.0,H,NA,NA,Walk
20160513,Friday,6.0,W,CAAutoLawsuit,32.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160513,Friday,7.0,W,CAAutoLawsuit,33.0,"Explain the credibility procedure used to derive the ""Adjusted Indicated Relativity After Credibility"" column"
20160513,Friday,8.0,W,CAAutoLawsuit,34.0,"Explain the credibility procedure used to derive the ""Adjusted Indicated Relativity After Credibility"" column"
20160513,Friday,9.0,W,CAAutoLawsuit,35.0,"Explain the credibility procedure used to derive the ""Adjusted Indicated Relativity After Credibility"" column; For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160513,Friday,10.0,W,CAAutoLawsuit,36.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160513,Friday,11.0,W,CAAutoLawsuit,37.0,"For each coverage, provide exposures, claim counts, and paid losses by ZIP code"
20160513,Friday,12.0,G,NA,NA,Instagram posts and organization
20160513,Friday,13.0,G,NA,NA,Instagram posts and organization
20160519,Thursday,1.0,W,Mixed,NA,Getting caught up on emails
20160519,Thursday,2.0,W,Mixed,NA,Getting set up for the day; Reply to Jeff about HO RMPs
20160519,Thursday,3.0,W,Mixed,NA,Helping Elizabeth; Reply to Jeff about HO RMPs
20160519,Thursday,4.0,W,Mixed,NA,Reply to Jeff about HO RMPs
20160519,Thursday,5.0,W,Mixed,NA,Reply to Jeff about HO RMPs
20160519,Thursday,6.0,W,Mixed,NA,Reply to Jeff about HO RMPs
20160519,Thursday,7.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160519,Thursday,8.0,H,NA,NA,Walk
20160519,Thursday,9.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160519,Thursday,10.0,H,NA,NA,Walk
20160519,Thursday,11.0,W,CAAutoLawsuit,38.0,Resubmit Exhibit 4 in working Excel format
20160519,Thursday,12.0,W,CAAutoLawsuit,39.0,Provide loss ratios by class
20160519,Thursday,13.0,G,BeerRankings,2.0,Scraping data from BeerAdvocate and playing around by state
20160519,Thursday,14.0,G,BeerRankings,3.0,Scraping data from BeerAdvocate and playing around by state
20160520,Friday,1.0,W,Mixed,NA,Getting set up for the day
20160520,Friday,2.0,G,NA,NA,Journaling; Beer Ratings scraping data
20160520,Friday,3.0,G,BeerRankings,4.0,Scraping data from BeerAdvocate and playing around by state
20160520,Friday,4.0,G,BeerRankings,5.0,Scraping data from BeerAdvocate and playing around by state
20160520,Friday,5.0,G,BeerRankings,6.0,Scraping data from BeerAdvocate and playing around by state
20160520,Friday,6.0,G,NA,NA,Listening to The Power of Habit
20160520,Friday,7.0,M,NA,NA,Grocery store
20160520,Friday,8.0,W,CAAutoLawsuit,40.0,Looking for retention model
20160520,Friday,9.0,W,CAAutoLawsuit,41.0,Provide loss ratios by class
20160520,Friday,10.0,G,NA,NA,Listening to The Power of Habit
20160520,Friday,11.0,H,NA,NA,Walk
20160520,Friday,12.0,W,CAAutoLawsuit,42.0,Provide loss ratios by class
20160520,Friday,13.0,W,CAAutoLawsuit,43.0,Provide loss ratios by class
20160520,Friday,14.0,W,CAAutoLawsuit,44.0,Provide loss ratios by class
20160523,Monday,1.0,W,Mixed,NA,Getting set up for the day; Weekly review
20160523,Monday,2.0,W,Mixed,NA,Weekly review
20160523,Monday,3.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160523,Monday,4.0,H,NA,NA,Walk
20160523,Monday,5.0,W,Mixed,NA,Weekly review; Resubmit Exhibit 4 in working Excel format
20160523,Monday,6.0,W,CAAutoLawsuit,45.0,Resubmit Exhibit 4 in working Excel format
20160523,Monday,7.0,W,CAAutoLawsuit,46.0,Resubmit Exhibit 4 in working Excel format
20160523,Monday,8.0,W,CAAutoLawsuit,47.0,Resubmit Exhibit 4 in working Excel format
20160523,Monday,9.0,W,CAAutoLawsuit,48.0,Resubmit Exhibit 4 in working Excel format
20160523,Monday,10.0,W,CAAutoLawsuit,49.0,Resubmit Exhibit 4 in working Excel format
20160523,Monday,11.0,W,CAAutoLawsuit,50.0,Resubmit Exhibit 4 in working Excel format
20160523,Monday,12.0,W,CAAutoLawsuit,51.0,Resubmit Exhibit 4 in working Excel format
20160523,Monday,13.0,W,CAAutoLawsuit,52.0,Resubmit Exhibit 4 in working Excel format
20160524,Tuesday,1.0,W,Mixed,NA,Getting set up for the day
20160524,Tuesday,2.0,W,CAAutoLawsuit,53.0,Develop loss ratios for multi-vehicle in R code
20160524,Tuesday,3.0,W,CAAutoLawsuit,54.0,Resubmit Exhibit 6 in working Excel format
20160524,Tuesday,4.0,W,Mixed,NA,Preparing for Excel training session
20160524,Tuesday,5.0,W,Mixed,NA,Preparing for Excel training session
20160524,Tuesday,6.0,H,NA,NA,Volleyball game
20160525,Wednesday,1.0,W,Mixed,NA,Getting set up for the day; Uploading helpful things for interns; filling out RUFF access
20160525,Wednesday,2.0,W,CAAutoLawsuit,55.0,Look at defection rates in No EXV folder and try to figure out where these came from
20160525,Wednesday,3.0,W,CAAutoLawsuit,56.0,Look at defection rates in No EXV folder and try to figure out where these came from
20160525,Wednesday,4.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160525,Wednesday,5.0,H,NA,NA,Walk
20160525,Wednesday,6.0,W,CAAutoLawsuit,57.0,Resubmit Exhibit 6 in working Excel format; Resubmit Exhibit 7 in working Excel format
20160525,Wednesday,7.0,W,CAAutoLawsuit,58.0,Resubmit Exhibit 7 in working Excel format
20160525,Wednesday,8.0,M,NA,NA,Grocery store
20160525,Wednesday,9.0,G,NA,NA,Listening to The Candid Frame Podcast
20160525,Wednesday,10.0,M,NA,NA,Grocery store
20160525,Wednesday,11.0,W,CAAutoLawsuit,59.0,Resubmit Exhibit 7 in working Excel format
20160525,Wednesday,12.0,W,CAAutoLawsuit,60.0,Resubmit Exhibit 7 in working Excel format
20160525,Wednesday,13.0,W,CAAutoLawsuit,61.0,Resubmit Exhibit 7 in working Excel format
20160525,Wednesday,14.0,W,CAAutoLawsuit,62.0,Resubmit Exhibit 6 in working Excel format
20160525,Wednesday,15.0,G,Photography,NA,Fill in FilmTrackr
20160525,Wednesday,16.0,G,Photography,NA,Fill in FilmTrackr
20160526,Thursday,1.0,W,Mixed,NA,Getting set up for the day; Class Action: Resubmit Exhibit 6 in working Excel format
20160526,Thursday,2.0,W,CAAutoLawsuit,63.0,Resubmit Exhibit 6 in working Excel format
20160526,Thursday,3.0,W,CAAutoLawsuit,64.0,Include multi-vehicle in the CSV loss ratios extract
20160526,Thursday,4.0,W,CAAutoLawsuit,65.0,Resubmit Exhibit 6 in working Excel format
20160526,Thursday,5.0,W,CAAutoLawsuit,66.0,Resubmit Exhibit 6 in working Excel format
20160526,Thursday,6.0,W,CAAutoLawsuit,67.0,Resubmit Exhibit 6 in working Excel format
20160526,Thursday,7.0,G,NA,NA,Listening to The Magic of Thinking Big
20160526,Thursday,8.0,H,NA,NA,Walk
20160526,Thursday,9.0,W,CAAutoLawsuit,68.0,Resubmit Exhibit 6 in working Excel format
20160526,Thursday,10.0,W,CAAutoLawsuit,69.0,Resubmit Exhibit 6 in working Excel format
